Channel_0,Channel_1
208.12988,192.8711
202.02637,190.42969
208.74023,194.0918
196.5332,188.59863
206.90918,197.14355
201.41602,186.76758
200.19531,194.70215
200.80566,191.65039
203.85742,191.65039
197.7539,196.5332
197.7539,188.59863
199.58496,195.92285
200.80566,201.41602
210.57129,198.36426
208.74023,203.85742
216.6748,208.74023
203.85742,197.7539
208.74023,191.65039
208.12988,190.42969
206.90918,189.81934
205.07812,183.71582
204.46777,187.37793
204.46777,184.32617
198.36426,192.26074
205.68848,189.81934
198.36426,189.20898
207.51953,181.88477
203.85742,188.59863
200.19531,190.42969
197.14355,197.7539
202.63672,203.85742
213.0127,197.14355
208.74023,201.41602
206.29883,202.02637
209.35059,196.5332
206.90918,188.59863
194.0918,192.26074
209.35059,192.8711
195.92285,190.42969
200.80566,201.41602
196.5332,197.14355
198.97461,199.58496
198.97461,197.7539
202.02637,194.70215
191.04004,197.7539
194.0918,195.3125
184.93652,199.58496
189.81934,206.90918
196.5332,202.02637
197.7539,208.12988
203.85742,202.63672
192.26074,197.7539
192.26074,202.63672
194.70215,190.42969
189.81934,187.98828
200.80566,187.37793
194.0918,189.81934
192.8711,189.81934
192.8711,186.15723
191.65039,180.66406
189.20898,183.71582
191.04004,184.32617
191.04004,183.10547
194.0918,187.98828
193.48145,185.54688
196.5332,195.3125
209.96094,191.04004
207.51953,191.04004
212.40234,187.98828
197.7539,186.15723
202.63672,186.15723
195.3125,187.37793
199.58496,184.93652
190.42969,187.37793
198.36426,187.98828
195.3125,176.3916
195.3125,186.15723
194.70215,182.49512
197.14355,184.93652
195.3125,186.15723
191.04004,180.66406
195.3125,190.42969
198.97461,195.92285
199.58496,195.92285
213.0127,200.19531
216.6748,190.42969
199.58496,190.42969
203.85742,189.81934
202.63672,182.49512
195.3125,189.20898
198.97461,182.49512
200.19531,174.56055
198.36426,179.44336
194.0918,178.83301
197.14355,179.44336
196.5332,177.6123
198.36426,177.6123
191.04004,182.49512
194.0918,183.71582
198.97461,183.71582
197.14355,188.59863
209.96094,175.1709
202.02637,184.93652
213.62305,181.88477
200.80566,180.05371
200.19531,182.49512
202.63672,175.78125
198.97461,182.49512
195.3125,178.83301
198.97461,175.1709
196.5332,175.78125
198.97461,177.00195
191.04004,175.78125
189.20898,181.88477
196.5332,173.33984
187.98828,178.22266
195.92285,180.05371
194.0918,187.37793
198.97461,193.48145
203.24707,192.8711
199.58496,189.81934
201.41602,186.15723
205.68848,189.20898
402.22168,394.2871
371.09375,350.3418
311.88965,300.29297
286.86523,278.93066
285.64453,271.60645
270.38574,259.3994
273.4375,259.3994
271.60645,258.78906
261.84082,256.34766
263.06152,246.58203
253.2959,252.0752
253.90625,253.2959
261.84082,256.958
257.56836,254.5166
260.00977,263.06152
261.23047,249.02344
255.12695,246.58203
251.46484,243.53027
247.19238,241.69922
248.41309,240.47852
243.53027,234.98535
245.36133,239.86816
244.75098,239.86816
247.19238,238.64746
239.86816,234.98535
243.53027,235.5957
240.47852,236.8164
241.08887,241.69922
245.97168,233.1543
238.03711,245.36133
248.41309,250.85449
256.958,242.91992
250.85449,241.69922
259.3994,242.91992
244.75098,237.42676
241.08887,238.03711
243.53027,236.8164
242.30957,236.8164
237.42676,233.1543
238.03711,230.10254
235.5957,231.32324
241.69922,231.9336
236.20605,230.71289
228.27148,234.375
236.20605,233.76465
234.98535,234.375
234.98535,238.64746
243.53027,237.42676
243.53027,241.08887
242.30957,236.20605
239.86816,225.83008
234.375,238.64746
242.30957,234.375
234.98535,231.32324
231.9336,223.38867
235.5957,229.49219
234.375,227.05078
231.32324,219.72656
229.49219,226.44043
219.72656,226.44043
222.16797,232.54395
225.83008,224.60938
229.49219,228.27148
228.27148,230.10254
234.98535,233.76465
236.20605,239.86816
238.03711,233.76465
231.9336,234.375
244.14062,225.83008
233.1543,222.16797
231.9336,233.76465
228.27148,225.83008
224.60938,220.94727
229.49219,222.77832
225.21973,222.77832
224.60938,234.98535
223.38867,221.55762
220.33691,225.21973
222.16797,225.83008
224.60938,222.16797
231.32324,230.71289
230.71289,232.54395
233.76465,234.98535
232.54395,238.03711
240.47852,234.98535
232.54395,237.42676
232.54395,236.8164
235.5957,227.05078
224.60938,225.83008
227.66113,230.10254
223.38867,222.16797
225.21973,227.05078
224.60938,226.44043
218.50586,227.66113
218.50586,229.49219
225.21973,222.16797
218.50586,221.55762
222.16797,232.54395
222.16797,228.27148
222.16797,236.8164
233.76465,237.42676
236.20605,241.69922
239.25781,239.86816
233.76465,227.05078
231.9336,230.10254
232.54395,229.49219
229.49219,230.10254
227.66113,233.1543
227.66113,227.05078
225.21973,228.27148
230.71289,227.05078
227.05078,222.16797
229.49219,222.77832
222.77832,219.11621
234.375,223.38867
225.21973,225.21973
234.98535,233.76465
230.71289,234.375
239.25781,232.54395
233.1543,237.42676
237.42676,228.27148
236.20605,231.32324
233.76465,218.50586
233.1543,227.66113
231.9336,222.16797
230.10254,222.77832
230.10254,223.99902
233.76465,223.99902
223.99902,223.99902
218.50586,222.16797
224.60938,223.99902
225.21973,227.66113
227.05078,223.38867
217.89551,234.375
234.98535,244.14062
234.98535,236.8164
241.69922,244.14062
241.69922,231.32324
235.5957,233.1543
237.42676,232.54395
228.27148,230.71289
230.10254,231.32324
233.1543,231.32324
234.375,234.375
232.54395,224.60938
236.8164,230.71289
224.60938,216.06445
227.05078,230.10254
230.10254,225.83008
227.66113,223.38867
231.32324,228.27148
226.44043,233.1543
227.66113,235.5957
226.44043,230.71289
233.76465,236.20605
227.05078,227.05078
241.69922,234.375
228.27148,223.99902
227.66113,223.99902
223.99902,222.16797
223.38867,227.05078
232.54395,222.77832
226.44043,224.60938
236.20605,220.94727
228.27148,223.99902
225.83008,230.71289
222.77832,228.27148
224.60938,233.1543
221.55762,225.21973
232.54395,236.20605
234.375,232.54395
239.86816,238.64746
238.03711,231.32324
235.5957,231.32324
235.5957,232.54395
235.5957,228.27148
237.42676,233.76465
236.20605,220.94727
236.20605,231.32324
231.32324,219.11621
231.32324,223.38867
225.83008,222.16797
223.99902,220.94727
214.84375,215.4541
221.55762,222.77832
231.9336,224.60938
220.33691,227.05078
236.20605,236.20605
242.30957,230.10254
239.86816,234.98535
239.86816,237.42676
228.27148,228.27148
233.76465,234.98535
233.76465,231.32324
225.83008,219.11621
227.66113,219.72656
227.66113,218.50586
220.33691,230.71289
225.21973,224.60938
216.06445,224.60938
212.40234,228.27148
213.62305,225.83008
219.72656,222.16797
219.11621,222.77832
219.72656,231.9336
222.77832,239.25781
229.49219,236.8164
223.99902,241.69922
223.38867,236.8164
223.99902,234.375
227.66113,222.77832
225.83008,234.375
224.60938,229.49219
219.72656,229.49219
224.60938,225.83008
214.84375,225.83008
216.6748,224.60938
215.4541,227.66113
213.62305,226.44043
211.18164,227.05078
216.6748,224.60938
208.12988,239.25781
225.83008,239.25781
219.11621,238.03711
219.11621,234.375
222.77832,233.76465
218.50586,232.54395
222.16797,226.44043
216.6748,222.16797
211.79199,217.89551
219.72656,223.38867
217.89551,221.55762
202.63672,221.55762
214.84375,225.83008
207.51953,216.06445
209.35059,216.06445
206.90918,221.55762
204.46777,220.94727
209.96094,221.55762
211.18164,224.60938
209.35059,228.27148
222.16797,232.54395
225.83008,232.54395
224.60938,230.10254
228.27148,225.83008
219.11621,221.55762
226.44043,230.10254
219.11621,228.27148
221.55762,227.66113
216.6748,217.28516
212.40234,223.99902
212.40234,223.99902
216.06445,217.89551
217.89551,223.38867
214.84375,219.11621
214.84375,223.38867
213.62305,236.20605
219.11621,231.32324
224.60938,230.10254
227.66113,236.20605
222.77832,230.71289
224.60938,231.32324
222.77832,224.60938
227.05078,230.71289
220.33691,233.76465
227.66113,226.44043
223.38867,225.21973
227.05078,220.94727
224.60938,220.94727
213.62305,225.21973
226.44043,223.38867
216.06445,224.60938
216.06445,227.05078
214.84375,227.05078
215.4541,234.98535
220.94727,231.9336
224.60938,231.9336
220.94727,231.9336
228.27148,231.9336
225.83008,229.49219
221.55762,230.10254
223.38867,231.32324
214.84375,231.9336
217.28516,234.98535
212.40234,227.05078
214.84375,231.32324
216.6748,223.38867
219.11621,225.83008
211.18164,219.11621
213.62305,218.50586
212.40234,218.50586
217.28516,228.27148
218.50586,233.1543
217.89551,238.64746
227.66113,232.54395
227.66113,231.32324
223.38867,230.71289
223.38867,229.49219
228.27148,230.71289
223.99902,232.54395
224.60938,236.8164
217.28516,227.66113
223.38867,227.05078
218.50586,217.89551
220.33691,231.32324
216.6748,227.05078
211.79199,225.21973
217.28516,227.05078
217.28516,229.49219
216.6748,237.42676
220.33691,237.42676
219.11621,238.03711
223.38867,232.54395
231.32324,239.25781
225.83008,239.25781
225.21973,234.98535
217.28516,233.1543
222.77832,234.375
219.72656,235.5957
220.94727,230.10254
222.16797,231.32324
218.50586,230.10254
217.89551,231.32324
221.55762,228.27148
216.06445,227.05078
217.89551,231.9336
217.28516,236.20605
219.72656,240.47852
232.54395,245.97168
230.10254,237.42676
230.10254,244.14062
231.9336,236.20605
222.77832,233.1543
223.38867,232.54395
223.99902,235.5957
216.6748,230.10254
217.28516,234.375
220.33691,223.99902
220.94727,223.99902
218.50586,221.55762
213.0127,219.72656
214.2334,222.77832
218.50586,219.11621
217.89551,222.16797
221.55762,233.76465
216.6748,224.60938
223.99902,234.98535
224.60938,231.9336
222.16797,228.27148
217.89551,233.76465
217.28516,230.10254
214.84375,223.99902
221.55762,226.44043
217.28516,228.27148
211.79199,219.72656
213.62305,219.11621
211.18164,218.50586
210.57129,227.66113
206.90918,214.84375
213.0127,222.16797
207.51953,220.94727
213.0127,222.77832
211.79199,222.16797
220.94727,222.16797
216.6748,231.9336
218.50586,231.9336
213.0127,218.50586
214.84375,230.10254
220.33691,224.60938
217.28516,222.16797
217.28516,230.71289
214.84375,220.33691
216.6748,220.33691
217.89551,227.66113
211.79199,223.38867
214.84375,225.21973
217.89551,220.94727
217.28516,222.16797
211.18164,227.05078
219.72656,224.60938
219.11621,230.10254
225.83008,236.8164
221.55762,235.5957
220.33691,233.76465
227.05078,228.27148
232.54395,229.49219
222.16797,227.66113
220.94727,220.94727
226.44043,217.28516
218.50586,214.2334
219.11621,219.72656
207.51953,219.72656
217.89551,224.60938
209.35059,217.89551
216.06445,221.55762
208.12988,214.84375
214.2334,211.18164
213.0127,227.05078
214.84375,222.77832
217.89551,226.44043
212.40234,222.16797
223.99902,212.40234
217.89551,215.4541
216.6748,208.74023
212.40234,208.12988
221.55762,203.24707
217.89551,206.29883
216.6748,207.51953
220.33691,209.35059
220.33691,203.24707
211.79199,203.24707
212.40234,200.80566
214.84375,201.41602
206.90918,211.18164
216.06445,211.18164
211.79199,213.62305
220.33691,211.79199
219.72656,212.40234
219.11621,212.40234
224.60938,211.18164
219.72656,212.40234
217.89551,204.46777
223.38867,205.07812
216.06445,203.24707
219.72656,197.7539
217.89551,205.68848
213.62305,203.85742
223.99902,203.85742
209.96094,199.58496
216.06445,206.29883
207.51953,202.02637
210.57129,206.29883
215.4541,208.12988
217.28516,212.40234
221.55762,219.11621
227.66113,211.18164
225.83008,209.96094
226.44043,208.12988
225.83008,207.51953
213.62305,212.40234
225.21973,208.12988
217.28516,202.02637
216.6748,203.85742
223.99902,207.51953
216.06445,209.35059
222.16797,206.29883
220.94727,203.24707
214.84375,203.85742
218.50586,202.63672
219.11621,206.29883
217.28516,216.6748
222.77832,216.6748
225.21973,219.72656
233.76465,216.6748
228.27148,213.62305
227.66113,214.84375
223.99902,210.57129
228.27148,207.51953
221.55762,213.62305
222.77832,206.29883
222.77832,209.35059
224.60938,211.79199
230.10254,206.90918
218.50586,211.18164
233.76465,213.62305
227.66113,206.90918
224.60938,219.11621
221.55762,215.4541
